,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,area_name,total_cases,area_code,tot_mobility
274,2020-03-20,-79.0,-32.0,-70.0,-69.0,-59.0,25.0,Westminster,12935,E09000033,-59.75
275,2020-03-23,-85.0,-48.0,-65.0,-76.0,-72.0,29.0,Westminster,12935,E09000033,-70.25
276,2020-03-24,-92.0,-58.0,-73.0,-84.0,-78.0,33.0,Westminster,12935,E09000033,-78.0
277,2020-03-25,-94.0,-62.0,-77.0,-88.0,-80.0,34.0,Westminster,12935,E09000033,-81.0
278,2020-03-26,-94.0,-64.0,-78.0,-90.0,-82.0,36.0,Westminster,12935,E09000033,-82.5
279,2020-03-27,-95.0,-65.0,-82.0,-90.0,-81.0,37.0,Westminster,12935,E09000033,-82.75
280,2020-03-30,-94.0,-67.0,-84.0,-90.0,-82.0,35.0,Westminster,12935,E09000033,-83.25
281,2020-03-31,-94.0,-66.0,-81.0,-91.0,-83.0,35.0,Westminster,12935,E09000033,-83.5
282,2020-04-01,-95.0,-68.0,-83.0,-91.0,-83.0,36.0,Westminster,12935,E09000033,-84.25
283,2020-04-02,-95.0,-68.0,-81.0,-91.0,-84.0,37.0,Westminster,12935,E09000033,-84.5
284,2020-04-03,-95.0,-66.0,-81.0,-91.0,-82.0,38.0,Westminster,12935,E09000033,-83.5
285,2020-04-06,-94.0,-65.0,-79.0,-91.0,-83.0,35.0,Westminster,12935,E09000033,-83.25
286,2020-04-07,-95.0,-64.0,-74.0,-91.0,-83.0,35.0,Westminster,12935,E09000033,-83.25
287,2020-04-08,-95.0,-66.0,-78.0,-91.0,-83.0,35.0,Westminster,12935,E09000033,-83.75
288,2020-04-09,-95.0,-62.0,-75.0,-91.0,-82.0,35.0,Westminster,12935,E09000033,-82.5
289,2020-04-10,-96.0,-68.0,-76.0,-94.0,-87.0,38.0,Westminster,12935,E09000033,-86.25
290,2020-04-13,-96.0,-72.0,-79.0,-95.0,-89.0,37.0,Westminster,12935,E09000033,-88.0
291,2020-04-14,-95.0,-64.0,-76.0,-91.0,-82.0,34.0,Westminster,12935,E09000033,-83.0
292,2020-04-15,-95.0,-65.0,-75.0,-91.0,-81.0,35.0,Westminster,12935,E09000033,-83.0
293,2020-04-16,-95.0,-65.0,-77.0,-91.0,-82.0,36.0,Westminster,12935,E09000033,-83.25
294,2020-04-17,-96.0,-66.0,-85.0,-91.0,-81.0,37.0,Westminster,12935,E09000033,-83.5
295,2020-04-20,-94.0,-63.0,-70.0,-90.0,-80.0,34.0,Westminster,12935,E09000033,-81.75
296,2020-04-21,-94.0,-63.0,-70.0,-90.0,-81.0,34.0,Westminster,12935,E09000033,-82.0
297,2020-04-22,-95.0,-63.0,-70.0,-91.0,-80.0,34.0,Westminster,12935,E09000033,-82.25
298,2020-04-23,-95.0,-61.0,-69.0,-91.0,-80.0,34.0,Westminster,12935,E09000033,-81.75
299,2020-04-24,-95.0,-62.0,-74.0,-90.0,-80.0,35.0,Westminster,12935,E09000033,-81.75
300,2020-04-27,-94.0,-62.0,-73.0,-89.0,-80.0,33.0,Westminster,12935,E09000033,-81.25
301,2020-04-28,-95.0,-70.0,-86.0,-91.0,-81.0,36.0,Westminster,12935,E09000033,-84.25
302,2020-04-29,-95.0,-64.0,-80.0,-90.0,-81.0,34.0,Westminster,12935,E09000033,-82.5
303,2020-04-30,-95.0,-65.0,-82.0,-91.0,-81.0,36.0,Westminster,12935,E09000033,-83.0
304,2020-05-01,-95.0,-62.0,-80.0,-90.0,-79.0,35.0,Westminster,12935,E09000033,-81.5
305,2020-05-04,-93.0,-60.0,-67.0,-89.0,-79.0,33.0,Westminster,12935,E09000033,-80.25
306,2020-05-05,-94.0,-60.0,-68.0,-89.0,-80.0,33.0,Westminster,12935,E09000033,-80.75
307,2020-05-06,-94.0,-61.0,-64.0,-89.0,-79.0,32.0,Westminster,12935,E09000033,-80.75
308,2020-05-07,-94.0,-58.0,-63.0,-89.0,-79.0,32.0,Westminster,12935,E09000033,-80.0
309,2020-05-08,-95.0,-63.0,-56.0,-92.0,-85.0,35.0,Westminster,12935,E09000033,-83.75
310,2020-05-11,-93.0,-61.0,-73.0,-88.0,-79.0,33.0,Westminster,12935,E09000033,-80.25
311,2020-05-12,-94.0,-60.0,-65.0,-88.0,-79.0,32.0,Westminster,12935,E09000033,-80.25
312,2020-05-13,-94.0,-61.0,-73.0,-88.0,-79.0,33.0,Westminster,12935,E09000033,-80.5
313,2020-05-14,-94.0,-60.0,-67.0,-88.0,-78.0,33.0,Westminster,12935,E09000033,-80.0
314,2020-05-15,-94.0,-58.0,-64.0,-87.0,-77.0,33.0,Westminster,12935,E09000033,-79.0
315,2020-05-18,-92.0,-55.0,-49.0,-85.0,-76.0,31.0,Westminster,12935,E09000033,-77.0
316,2020-05-19,-92.0,-56.0,-43.0,-86.0,-77.0,30.0,Westminster,12935,E09000033,-77.75
317,2020-05-20,-93.0,-54.0,-39.0,-86.0,-76.0,29.0,Westminster,12935,E09000033,-77.25
318,2020-05-21,-93.0,-56.0,-49.0,-87.0,-77.0,31.0,Westminster,12935,E09000033,-78.25
319,2020-05-22,-93.0,-54.0,-60.0,-86.0,-75.0,31.0,Westminster,12935,E09000033,-77.0
320,2020-05-25,-92.0,-56.0,13.0,-88.0,-84.0,27.0,Westminster,12935,E09000033,-80.0
321,2020-05-26,-91.0,-53.0,-40.0,-85.0,-75.0,29.0,Westminster,12935,E09000033,-76.0
322,2020-05-27,-92.0,-55.0,-46.0,-85.0,-75.0,29.0,Westminster,12935,E09000033,-76.75
323,2020-05-28,-92.0,-54.0,-43.0,-85.0,-74.0,29.0,Westminster,12935,E09000033,-76.25
324,2020-05-29,-93.0,-53.0,-46.0,-84.0,-72.0,29.0,Westminster,12935,E09000033,-75.5
325,2020-06-01,-90.0,-50.0,-35.0,-83.0,-72.0,28.0,Westminster,12935,E09000033,-73.75
326,2020-06-02,-91.0,-50.0,-32.0,-83.0,-72.0,27.0,Westminster,12935,E09000033,-74.0
327,2020-06-03,-91.0,-54.0,-40.0,-82.0,-73.0,30.0,Westminster,12935,E09000033,-75.0
328,2020-06-04,-92.0,-55.0,-62.0,-85.0,-73.0,30.0,Westminster,12935,E09000033,-76.25
329,2020-06-05,-92.0,-54.0,-65.0,-84.0,-71.0,30.0,Westminster,12935,E09000033,-75.25
330,2020-06-08,-90.0,-50.0,-49.0,-82.0,-72.0,28.0,Westminster,12935,E09000033,-73.5
331,2020-06-09,-90.0,-51.0,-42.0,-82.0,-71.0,28.0,Westminster,12935,E09000033,-73.5
332,2020-06-10,-91.0,-56.0,-70.0,-84.0,-72.0,30.0,Westminster,12935,E09000033,-75.75
333,2020-06-11,-91.0,-54.0,-62.0,-84.0,-71.0,30.0,Westminster,12935,E09000033,-75.0
334,2020-06-12,-91.0,-52.0,-62.0,-82.0,-69.0,29.0,Westminster,12935,E09000033,-73.5
335,2020-06-15,-83.0,-46.0,-30.0,-78.0,-69.0,25.0,Westminster,12935,E09000033,-69.0
336,2020-06-16,-85.0,-46.0,-36.0,-80.0,-69.0,27.0,Westminster,12935,E09000033,-70.0
337,2020-06-17,-87.0,-52.0,-54.0,-80.0,-69.0,28.0,Westminster,12935,E09000033,-72.0
338,2020-06-18,-88.0,-51.0,-54.0,-81.0,-70.0,28.0,Westminster,12935,E09000033,-72.5
339,2020-06-19,-88.0,-48.0,-53.0,-79.0,-68.0,27.0,Westminster,12935,E09000033,-70.75
340,2020-06-22,-83.0,-44.0,-17.0,-77.0,-68.0,24.0,Westminster,12935,E09000033,-68.0
341,2020-06-23,-85.0,-42.0,-10.0,-77.0,-68.0,24.0,Westminster,12935,E09000033,-68.0
342,2020-06-24,-86.0,-43.0,-14.0,-78.0,-67.0,23.0,Westminster,12935,E09000033,-68.5
343,2020-06-25,-86.0,-44.0,-14.0,-77.0,-67.0,24.0,Westminster,12935,E09000033,-68.5
344,2020-06-26,-87.0,-44.0,-29.0,-76.0,-66.0,25.0,Westminster,12935,E09000033,-68.25
345,2020-06-29,-83.0,-46.0,-39.0,-77.0,-67.0,25.0,Westminster,12935,E09000033,-68.25
346,2020-06-30,-83.0,-48.0,-51.0,-78.0,-67.0,26.0,Westminster,12935,E09000033,-69.0
347,2020-07-01,-83.0,-48.0,-49.0,-78.0,-66.0,25.0,Westminster,12935,E09000033,-68.75
348,2020-07-02,-83.0,-49.0,-53.0,-78.0,-67.0,26.0,Westminster,12935,E09000033,-69.25
349,2020-07-03,-83.0,-44.0,-42.0,-75.0,-64.0,24.0,Westminster,12935,E09000033,-66.5
350,2020-07-06,-75.0,-44.0,-35.0,-73.0,-66.0,22.0,Westminster,12935,E09000033,-64.5
351,2020-07-07,-77.0,-47.0,-38.0,-74.0,-67.0,24.0,Westminster,12935,E09000033,-66.25
352,2020-07-08,-79.0,-48.0,-56.0,-76.0,-65.0,24.0,Westminster,12935,E09000033,-67.0
353,2020-07-09,-79.0,-47.0,-54.0,-75.0,-66.0,24.0,Westminster,12935,E09000033,-66.75
354,2020-07-10,-78.0,-43.0,-42.0,-72.0,-63.0,21.0,Westminster,12935,E09000033,-64.0
355,2020-07-13,-74.0,-41.0,-25.0,-71.0,-65.0,21.0,Westminster,12935,E09000033,-62.75
356,2020-07-14,-75.0,-44.0,-34.0,-73.0,-66.0,22.0,Westminster,12935,E09000033,-64.5
357,2020-07-15,-75.0,-47.0,-43.0,-74.0,-64.0,21.0,Westminster,12935,E09000033,-65.0
358,2020-07-16,-75.0,-44.0,-35.0,-73.0,-64.0,22.0,Westminster,12935,E09000033,-64.0
359,2020-07-17,-75.0,-40.0,-22.0,-69.0,-61.0,19.0,Westminster,12935,E09000033,-61.25
360,2020-07-20,-70.0,-39.0,-14.0,-70.0,-63.0,20.0,Westminster,12935,E09000033,-60.5
361,2020-07-21,-72.0,-42.0,-20.0,-71.0,-63.0,21.0,Westminster,12935,E09000033,-62.0
362,2020-07-22,-73.0,-43.0,-26.0,-71.0,-64.0,20.0,Westminster,12935,E09000033,-62.75
363,2020-07-23,-73.0,-44.0,-31.0,-72.0,-64.0,21.0,Westminster,12935,E09000033,-63.25
364,2020-07-24,-74.0,-43.0,-32.0,-69.0,-62.0,20.0,Westminster,12935,E09000033,-62.0
365,2020-07-27,-72.0,-46.0,-44.0,-70.0,-66.0,21.0,Westminster,12935,E09000033,-63.5
366,2020-07-28,-70.0,-44.0,-24.0,-70.0,-65.0,21.0,Westminster,12935,E09000033,-62.25
367,2020-07-29,-71.0,-43.0,-21.0,-70.0,-63.0,19.0,Westminster,12935,E09000033,-61.75
368,2020-07-30,-71.0,-42.0,-14.0,-70.0,-64.0,19.0,Westminster,12935,E09000033,-61.75
369,2020-07-31,-73.0,-43.0,-21.0,-67.0,-63.0,16.0,Westminster,12935,E09000033,-61.5
370,2020-08-03,-66.0,-42.0,-21.0,-67.0,-65.0,18.0,Westminster,12935,E09000033,-60.0
371,2020-08-04,-66.0,-41.0,-18.0,-69.0,-65.0,19.0,Westminster,12935,E09000033,-60.25
372,2020-08-05,-64.0,-43.0,-21.0,-69.0,-64.0,19.0,Westminster,12935,E09000033,-60.0
373,2020-08-06,-70.0,-42.0,-23.0,-69.0,-64.0,19.0,Westminster,12935,E09000033,-61.25
374,2020-08-07,-72.0,-42.0,-27.0,-67.0,-63.0,17.0,Westminster,12935,E09000033,-61.0
375,2020-08-10,-63.0,-39.0,-18.0,-65.0,-65.0,18.0,Westminster,12935,E09000033,-58.0
376,2020-08-11,-63.0,-39.0,-21.0,-67.0,-65.0,18.0,Westminster,12935,E09000033,-58.5
377,2020-08-12,-65.0,-42.0,-30.0,-68.0,-64.0,18.0,Westminster,12935,E09000033,-59.75
378,2020-08-13,-71.0,-45.0,-40.0,-69.0,-65.0,20.0,Westminster,12935,E09000033,-62.5
379,2020-08-14,-71.0,-47.0,-49.0,-66.0,-63.0,19.0,Westminster,12935,E09000033,-61.75
380,2020-08-17,-59.0,-44.0,-33.0,-64.0,-65.0,18.0,Westminster,12935,E09000033,-58.0
381,2020-08-18,-59.0,-44.0,-24.0,-66.0,-64.0,18.0,Westminster,12935,E09000033,-58.25
382,2020-08-19,-64.0,-51.0,-55.0,-67.0,-65.0,20.0,Westminster,12935,E09000033,-61.75
383,2020-08-20,-66.0,-42.0,-18.0,-67.0,-64.0,17.0,Westminster,12935,E09000033,-59.75
384,2020-08-21,-68.0,-44.0,-41.0,-65.0,-63.0,18.0,Westminster,12935,E09000033,-60.0
385,2020-08-24,-54.0,-43.0,-29.0,-63.0,-64.0,18.0,Westminster,12935,E09000033,-56.0
386,2020-08-25,-57.0,-46.0,-43.0,-64.0,-65.0,19.0,Westminster,12935,E09000033,-58.0
387,2020-08-26,-54.0,-41.0,-24.0,-62.0,-63.0,16.0,Westminster,12935,E09000033,-55.0
388,2020-08-27,-66.0,-48.0,-45.0,-66.0,-65.0,20.0,Westminster,12935,E09000033,-61.25
389,2020-08-28,-66.0,-44.0,-49.0,-63.0,-64.0,17.0,Westminster,12935,E09000033,-59.25
390,2020-08-31,-48.0,-47.0,-7.0,-64.0,-77.0,16.0,Westminster,12935,E09000033,-59.0
391,2020-09-01,-62.0,-40.0,-22.0,-63.0,-66.0,17.0,Westminster,12935,E09000033,-57.75
392,2020-09-02,-64.0,-43.0,-37.0,-65.0,-65.0,18.0,Westminster,12935,E09000033,-59.25
393,2020-09-03,-65.0,-44.0,-40.0,-65.0,-65.0,18.0,Westminster,12935,E09000033,-59.75
394,2020-09-04,-65.0,-42.0,-42.0,-61.0,-62.0,16.0,Westminster,12935,E09000033,-57.5
395,2020-09-07,-61.0,-39.0,-32.0,-62.0,-65.0,16.0,Westminster,12935,E09000033,-56.75
396,2020-09-08,-61.0,-41.0,-25.0,-63.0,-65.0,16.0,Westminster,12935,E09000033,-57.5
397,2020-09-09,-62.0,-41.0,-34.0,-63.0,-64.0,16.0,Westminster,12935,E09000033,-57.5
398,2020-09-10,-62.0,-40.0,-23.0,-62.0,-64.0,16.0,Westminster,12935,E09000033,-57.0
399,2020-09-11,-64.0,-41.0,-38.0,-60.0,-62.0,15.0,Westminster,12935,E09000033,-56.75
400,2020-09-14,-60.0,-35.0,-10.0,-60.0,-60.0,15.0,Westminster,12935,E09000033,-53.75
401,2020-09-15,-60.0,-39.0,-15.0,-60.0,-60.0,15.0,Westminster,12935,E09000033,-54.75
402,2020-09-16,-62.0,-40.0,-27.0,-62.0,-60.0,15.0,Westminster,12935,E09000033,-56.0
403,2020-09-17,-62.0,-41.0,-28.0,-62.0,-60.0,16.0,Westminster,12935,E09000033,-56.25
404,2020-09-18,-63.0,-41.0,-35.0,-60.0,-58.0,15.0,Westminster,12935,E09000033,-55.5
405,2020-09-21,-59.0,-38.0,-21.0,-61.0,-61.0,16.0,Westminster,12935,E09000033,-54.75
406,2020-09-22,-59.0,-41.0,-23.0,-61.0,-61.0,16.0,Westminster,12935,E09000033,-55.5
407,2020-09-23,-63.0,-45.0,-51.0,-64.0,-60.0,18.0,Westminster,12935,E09000033,-58.0
408,2020-09-24,-64.0,-45.0,-47.0,-64.0,-61.0,18.0,Westminster,12935,E09000033,-58.5
409,2020-09-25,-64.0,-43.0,-51.0,-60.0,-58.0,17.0,Westminster,12935,E09000033,-56.25
410,2020-09-28,-60.0,-40.0,-33.0,-63.0,-60.0,16.0,Westminster,12935,E09000033,-55.75
411,2020-09-29,-61.0,-43.0,-40.0,-63.0,-59.0,18.0,Westminster,12935,E09000033,-56.5
412,2020-09-30,-63.0,-44.0,-54.0,-64.0,-59.0,17.0,Westminster,12935,E09000033,-57.5
413,2020-10-01,-63.0,-41.0,-43.0,-65.0,-57.0,17.0,Westminster,12935,E09000033,-56.5
414,2020-10-02,-69.0,-44.0,-69.0,-63.0,-57.0,19.0,Westminster,12935,E09000033,-58.25
415,2020-10-05,-63.0,-35.0,-44.0,-64.0,-59.0,18.0,Westminster,12935,E09000033,-55.25
416,2020-10-06,-62.0,-37.0,-47.0,-63.0,-58.0,18.0,Westminster,12935,E09000033,-55.0
417,2020-10-07,-62.0,-36.0,-44.0,-64.0,-56.0,16.0,Westminster,12935,E09000033,-54.5
418,2020-10-08,-64.0,-40.0,-51.0,-65.0,-57.0,18.0,Westminster,12935,E09000033,-56.5
419,2020-10-09,-65.0,-37.0,-55.0,-61.0,-55.0,17.0,Westminster,12935,E09000033,-54.5
420,2020-10-12,-64.0,-39.0,-53.0,-65.0,-59.0,18.0,Westminster,12935,E09000033,-56.75
421,2020-10-13,-65.0,-42.0,-57.0,-65.0,-58.0,18.0,Westminster,12935,E09000033,-57.5
422,2020-10-14,-63.0,-37.0,-51.0,-64.0,-56.0,18.0,Westminster,12935,E09000033,-55.0
423,2020-10-15,-63.0,-38.0,-50.0,-63.0,-56.0,18.0,Westminster,12935,E09000033,-55.0
424,2020-10-16,-63.0,-36.0,-50.0,-59.0,-54.0,16.0,Westminster,12935,E09000033,-53.0
425,2020-10-19,-64.0,-36.0,-41.0,-65.0,-59.0,18.0,Westminster,12935,E09000033,-56.0
426,2020-10-20,-65.0,-38.0,-41.0,-65.0,-58.0,19.0,Westminster,12935,E09000033,-56.5
427,2020-10-21,-69.0,-42.0,-62.0,-67.0,-58.0,20.0,Westminster,12935,E09000033,-59.0
428,2020-10-22,-65.0,-37.0,-43.0,-66.0,-57.0,19.0,Westminster,12935,E09000033,-56.25
429,2020-10-23,-66.0,-35.0,-52.0,-64.0,-56.0,18.0,Westminster,12935,E09000033,-55.25
430,2020-10-26,-59.0,-32.0,-34.0,-64.0,-62.0,19.0,Westminster,12935,E09000033,-54.25
431,2020-10-27,-63.0,-41.0,-56.0,-65.0,-62.0,20.0,Westminster,12935,E09000033,-57.75
432,2020-10-28,-62.0,-38.0,-47.0,-66.0,-59.0,19.0,Westminster,12935,E09000033,-56.25
433,2020-10-29,-65.0,-42.0,-56.0,-66.0,-61.0,20.0,Westminster,12935,E09000033,-58.5
434,2020-10-30,-63.0,-35.0,-48.0,-62.0,-59.0,19.0,Westminster,12935,E09000033,-54.75
435,2020-11-02,-57.0,-32.0,-48.0,-62.0,-56.0,17.0,Westminster,12935,E09000033,-51.75
436,2020-11-03,-53.0,-33.0,-49.0,-60.0,-55.0,16.0,Westminster,12935,E09000033,-50.25
437,2020-11-04,-50.0,-28.0,-41.0,-58.0,-54.0,14.0,Westminster,12935,E09000033,-47.5
438,2020-11-05,-86.0,-49.0,-59.0,-75.0,-63.0,25.0,Westminster,12935,E09000033,-68.25
439,2020-11-06,-88.0,-48.0,-66.0,-77.0,-63.0,26.0,Westminster,12935,E09000033,-69.0
440,2020-11-09,-84.0,-47.0,-54.0,-75.0,-64.0,24.0,Westminster,12935,E09000033,-67.5
441,2020-11-10,-86.0,-46.0,-52.0,-75.0,-65.0,24.0,Westminster,12935,E09000033,-68.0
442,2020-11-11,-87.0,-46.0,-58.0,-76.0,-64.0,25.0,Westminster,12935,E09000033,-68.25
443,2020-11-12,-87.0,-46.0,-52.0,-75.0,-64.0,25.0,Westminster,12935,E09000033,-68.0
444,2020-11-13,-89.0,-45.0,-61.0,-75.0,-63.0,25.0,Westminster,12935,E09000033,-68.0
445,2020-11-16,-86.0,-45.0,-55.0,-74.0,-64.0,24.0,Westminster,12935,E09000033,-67.25
446,2020-11-17,-86.0,-45.0,-55.0,-74.0,-64.0,24.0,Westminster,12935,E09000033,-67.25
447,2020-11-18,-87.0,-46.0,-58.0,-75.0,-63.0,24.0,Westminster,12935,E09000033,-67.75
448,2020-11-19,-87.0,-47.0,-62.0,-75.0,-64.0,25.0,Westminster,12935,E09000033,-68.25
449,2020-11-20,-89.0,-45.0,-70.0,-75.0,-62.0,25.0,Westminster,12935,E09000033,-67.75
450,2020-11-23,-85.0,-43.0,-53.0,-73.0,-64.0,24.0,Westminster,12935,E09000033,-66.25
451,2020-11-24,-85.0,-45.0,-52.0,-73.0,-63.0,24.0,Westminster,12935,E09000033,-66.5
452,2020-11-25,-85.0,-50.0,-61.0,-74.0,-62.0,25.0,Westminster,12935,E09000033,-67.75
453,2020-11-26,-85.0,-49.0,-54.0,-74.0,-62.0,24.0,Westminster,12935,E09000033,-67.5
454,2020-11-27,-85.0,-49.0,-62.0,-74.0,-61.0,25.0,Westminster,12935,E09000033,-67.25
455,2020-11-30,-81.0,-47.0,-56.0,-73.0,-62.0,23.0,Westminster,12935,E09000033,-65.75
456,2020-12-01,-81.0,-44.0,-50.0,-71.0,-60.0,23.0,Westminster,12935,E09000033,-64.0
457,2020-12-02,-69.0,-31.0,-55.0,-67.0,-55.0,19.0,Westminster,12935,E09000033,-55.5
458,2020-12-03,-71.0,-38.0,-62.0,-65.0,-56.0,20.0,Westminster,12935,E09000033,-57.5
459,2020-12-04,-66.0,-26.0,-57.0,-61.0,-53.0,19.0,Westminster,12935,E09000033,-51.5
460,2020-12-07,-63.0,-26.0,-50.0,-63.0,-58.0,18.0,Westminster,12935,E09000033,-52.5
461,2020-12-08,-64.0,-29.0,-51.0,-62.0,-57.0,19.0,Westminster,12935,E09000033,-53.0
462,2020-12-09,-64.0,-27.0,-53.0,-63.0,-55.0,19.0,Westminster,12935,E09000033,-52.25
463,2020-12-10,-64.0,-27.0,-47.0,-62.0,-57.0,19.0,Westminster,12935,E09000033,-52.5
464,2020-12-11,-62.0,-20.0,-47.0,-58.0,-55.0,18.0,Westminster,12935,E09000033,-48.75
465,2020-12-14,-61.0,-25.0,-47.0,-62.0,-59.0,19.0,Westminster,12935,E09000033,-51.75
466,2020-12-15,-52.0,-19.0,-33.0,-57.0,-58.0,17.0,Westminster,12935,E09000033,-46.5
467,2020-12-16,-77.0,-33.0,-58.0,-68.0,-61.0,21.0,Westminster,12935,E09000033,-59.75
468,2020-12-17,-75.0,-29.0,-43.0,-68.0,-61.0,21.0,Westminster,12935,E09000033,-58.25
469,2020-12-18,-78.0,-31.0,-60.0,-68.0,-63.0,22.0,Westminster,12935,E09000033,-60.0
470,2020-12-21,-85.0,-43.0,-64.0,-78.0,-72.0,25.0,Westminster,12935,E09000033,-69.5
471,2020-12-22,-86.0,-44.0,-62.0,-80.0,-73.0,25.0,Westminster,12935,E09000033,-70.75
472,2020-12-23,-87.0,-43.0,-71.0,-82.0,-72.0,25.0,Westminster,12935,E09000033,-71.0
473,2020-12-24,-89.0,-48.0,-66.0,-86.0,-76.0,26.0,Westminster,12935,E09000033,-74.75
474,2020-12-25,-94.0,-86.0,-62.0,-95.0,-86.0,35.0,Westminster,12935,E09000033,-90.25
475,2020-12-28,-90.0,-62.0,-61.0,-87.0,-81.0,30.0,Westminster,12935,E09000033,-80.0
476,2020-12-29,-88.0,-55.0,-63.0,-84.0,-76.0,28.0,Westminster,12935,E09000033,-75.75
477,2020-12-30,-88.0,-52.0,-60.0,-84.0,-74.0,28.0,Westminster,12935,E09000033,-74.5
478,2020-12-31,-90.0,-53.0,-67.0,-85.0,-76.0,28.0,Westminster,12935,E09000033,-76.0
479,2021-01-01,-95.0,-76.0,-73.0,-90.0,-84.0,34.0,Westminster,12935,E09000033,-86.25
480,2021-01-04,-89.0,-51.0,-70.0,-80.0,-70.0,28.0,Westminster,12935,E09000033,-72.5
481,2021-01-05,-90.0,-56.0,-73.0,-81.0,-71.0,29.0,Westminster,12935,E09000033,-74.5
482,2021-01-06,-90.0,-54.0,-69.0,-83.0,-71.0,29.0,Westminster,12935,E09000033,-74.5
483,2021-01-07,-91.0,-56.0,-70.0,-83.0,-71.0,30.0,Westminster,12935,E09000033,-75.25
484,2021-01-08,-92.0,-56.0,-76.0,-83.0,-70.0,32.0,Westminster,12935,E09000033,-75.25
485,2021-01-11,-89.0,-54.0,-68.0,-82.0,-72.0,29.0,Westminster,12935,E09000033,-74.25
486,2021-01-12,-90.0,-58.0,-69.0,-83.0,-73.0,29.0,Westminster,12935,E09000033,-76.0
487,2021-01-13,-91.0,-58.0,-76.0,-83.0,-72.0,29.0,Westminster,12935,E09000033,-76.0
488,2021-01-14,-93.0,-60.0,-78.0,-84.0,-72.0,30.0,Westminster,12935,E09000033,-77.25
489,2021-01-15,-93.0,-55.0,-73.0,-83.0,-70.0,29.0,Westminster,12935,E09000033,-75.25
490,2021-01-18,-91.0,-53.0,-65.0,-82.0,-73.0,28.0,Westminster,12935,E09000033,-74.75
491,2021-01-19,-91.0,-57.0,-69.0,-82.0,-73.0,29.0,Westminster,12935,E09000033,-75.75
492,2021-01-20,-92.0,-56.0,-75.0,-83.0,-73.0,29.0,Westminster,12935,E09000033,-76.0
493,2021-01-21,-92.0,-53.0,-65.0,-83.0,-72.0,29.0,Westminster,12935,E09000033,-75.0
494,2021-01-22,-92.0,-52.0,-66.0,-82.0,-70.0,29.0,Westminster,12935,E09000033,-74.0
495,2021-01-25,-91.0,-52.0,-61.0,-81.0,-72.0,27.0,Westminster,12935,E09000033,-74.0
496,2021-01-26,-92.0,-57.0,-72.0,-82.0,-72.0,29.0,Westminster,12935,E09000033,-75.75
497,2021-01-27,-92.0,-55.0,-70.0,-82.0,-72.0,29.0,Westminster,12935,E09000033,-75.25
498,2021-01-28,-92.0,-53.0,-66.0,-82.0,-72.0,29.0,Westminster,12935,E09000033,-74.75
499,2021-01-29,-92.0,-53.0,-71.0,-81.0,-70.0,29.0,Westminster,12935,E09000033,-74.0
500,2020-02-17,6.0,2.0,15.0,-7.0,-16.0,3.0,Barking and Dagenham,21871,E09000002,-3.75
501,2020-02-18,5.0,-5.0,14.0,-11.0,-14.0,3.0,Barking and Dagenham,21871,E09000002,-6.25
502,2020-02-19,2.0,-3.0,-12.0,-12.0,-16.0,3.0,Barking and Dagenham,21871,E09000002,-7.25
503,2020-02-20,2.0,-5.0,-10.0,-13.0,-16.0,4.0,Barking and Dagenham,21871,E09000002,-8.0
504,2020-02-21,0.0,0.0,8.0,-7.0,-15.0,3.0,Barking and Dagenham,21871,E09000002,-5.5
505,2020-02-24,-3.0,0.0,0.0,0.0,-1.0,1.0,Barking and Dagenham,21871,E09000002,-1.0
506,2020-02-25,-1.0,3.0,14.0,2.0,1.0,0.0,Barking and Dagenham,21871,E09000002,1.25
507,2020-02-26,0.0,3.0,2.0,-1.0,1.0,0.0,Barking and Dagenham,21871,E09000002,0.75
508,2020-02-27,-1.0,2.0,2.0,0.0,-1.0,1.0,Barking and Dagenham,21871,E09000002,0.0
509,2020-02-28,-3.0,4.0,-5.0,-2.0,0.0,1.0,Barking and Dagenham,21871,E09000002,-0.25
510,2020-03-02,2.0,7.0,27.0,1.0,0.0,0.0,Barking and Dagenham,21871,E09000002,2.5
511,2020-03-03,3.0,4.0,14.0,1.0,2.0,1.0,Barking and Dagenham,21871,E09000002,2.5
512,2020-03-04,1.0,7.0,-1.0,-3.0,1.0,1.0,Barking and Dagenham,21871,E09000002,1.5
513,2020-03-05,-4.0,0.0,-12.0,-4.0,-1.0,1.0,Barking and Dagenham,21871,E09000002,-2.25
514,2020-03-06,4.0,12.0,36.0,4.0,1.0,0.0,Barking and Dagenham,21871,E09000002,5.25
515,2020-03-09,2.0,9.0,23.0,-1.0,-1.0,1.0,Barking and Dagenham,21871,E09000002,2.25
516,2020-03-10,2.0,10.0,14.0,-1.0,-1.0,1.0,Barking and Dagenham,21871,E09000002,2.5
517,2020-03-11,1.0,14.0,23.0,-1.0,-1.0,1.0,Barking and Dagenham,21871,E09000002,3.25
518,2020-03-12,5.0,24.0,8.0,-4.0,-2.0,1.0,Barking and Dagenham,21871,E09000002,5.75
519,2020-03-13,0.0,23.0,11.0,-6.0,-2.0,2.0,Barking and Dagenham,21871,E09000002,3.75
520,2020-03-16,2.0,28.0,59.0,-9.0,-9.0,3.0,Barking and Dagenham,21871,E09000002,3.0
